web-scraper-order,web-scraper-start-url,fonction,fonction-href,Echelon,Indice Brut,Indice majoré,Durée,Salaire brut,catA,catB,catC
"1651681416-6427","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Professeur de lycée professionnel","https://www.emploi-collectivites.fr/grille-indiciaire-etat-professeur-lycee-professionnel/1/5576.htm","1","444","390","1 an","1 827,55 €","A","null","null"
"1651681793-7704","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Agent technique et de gestion de La Poste -en voie d'extinction","https://www.emploi-collectivites.fr/grille-indiciaire-etat-agent-technique-gestion-poste-extinction/1/6487.htm","12","530","454","3 ans","2 127,46 €","null","null","C"
"1651680506-131","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Adjoint administratif du Ministère de la Transition écologique et solidaire","https://www.emploi-collectivites.fr/grille-indiciaire-etat-adjoint-administratif-ministere-transition-ecologique-solidaire/1/6692.htm","10","558","473","","2 216,49 €","null","null","C"
"1651681540-6885","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Emplois fonctionnels des services déconcentrés de l'éducation nationale","https://www.emploi-collectivites.fr/grille-indiciaire-etat-emplois-fonctionnels-services-deconcentres-education-nationale/1/6554.htm","3","1027","830","2 ans","3 889,40 €","A","null","null"
"1651681774-7585","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Contremaître de France Télécom-en voie d'extinction","https://www.emploi-collectivites.fr/grille-indiciaire-etat-contremaitre-france-telecom-extinction/1/6176.htm","7","472","412","4 ans","1 930,64 €","null","null","C"
"1651680994-4518","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Officier de la gendarmerie nationale","https://www.emploi-collectivites.fr/grille-indiciaire-etat-officier-gendarmerie-nationale/1/6102.htm","","HEA3","-","1 an","4 554,82 €","A","null","null"
"1651681294-6041","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Accompagnant des élèves en situation de handicap-AESH","https://www.emploi-collectivites.fr/grille-indiciaire-etat-accompagnant-eleves-situation-handicap-aesh/1/6229.htm","7","450","395","3 ans","1 850,98 €","null","null","C"
"1651681747-7482","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Adjoint d'enseignement","https://www.emploi-collectivites.fr/grille-indiciaire-etat-adjoint-enseignement/1/6219.htm","3","418","371","1 an","1 738,52 €","A","null","null"
"1651682567-12377","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Adjoint technique du Ministère de l'agriculture et de l'alimentation","https://www.emploi-collectivites.fr/grille-indiciaire-etat-adjoint-technique-ministere-agriculture-alimentation/1/5374.htm","11","432","382","","1 790,06 €","null","null","C"
"1651682331-10917","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Ergothérapeute du ministère de la défense","https://www.emploi-collectivites.fr/grille-indiciaire-etat-ergotherapeute-ministere-defense/1/6107.htm","","","","","","null","null","null"
"1651682543-12124","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Chef de service des administrations de l’Etat (emploi fonctionnel)","https://www.emploi-collectivites.fr/grille-indiciaire-etat-chef-service-administrations-emploi-fonctionnel/1/5046.htm","6","HEC","-","1 an","5 267,09 €","A","null","null"
"1651682567-12373","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Adjoint technique du Ministère de l'agriculture et de l'alimentation","https://www.emploi-collectivites.fr/grille-indiciaire-etat-adjoint-technique-ministere-agriculture-alimentation/1/5374.htm","7","381","351","3 ans","1 644,79 €","null","null","C"
"1651682424-11367","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Professeur des écoles nationales supérieures d'architecture","https://www.emploi-collectivites.fr/grille-indiciaire-etat-professeur-ecoles-nationales-superieures-architecture/1/5209.htm","2","HEA","-","1 an","4 170,56 €","A","null","null"
"1651681409-6361","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Professeur d'enseignement général de collège (corps en voie d'extinction)","https://www.emploi-collectivites.fr/grille-indiciaire-etat-professeur-enseignement-general-college-corps-extinction/1/5589.htm","3","410","368","1 an 6 mois","1 724,46 €","A","null","null"
"1651680937-4092","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Agent du système d'information et de communication-ASIC","https://www.emploi-collectivites.fr/grille-indiciaire-etat-agent-systeme-information-communication-asic/1/6273.htm","7","478","415","3 ans","1 944,70 €","null","null","C"
"1651681645-7217","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Chef d'études documentaires","https://www.emploi-collectivites.fr/grille-indiciaire-etat-chef-etudes-documentaires/1/5724.htm","","","","","","null","null","null"
"1651682411-11277","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Technicien de recherche du Ministère de la Culture","https://www.emploi-collectivites.fr/grille-indiciaire-etat-technicien-recherche-ministere-culture/1/5208.htm","2","399","362","2 ans","1 696,34 €","null","B","null"
"1651680765-1924","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Maître des requêtes du Conseil d'Etat -CE","https://www.emploi-collectivites.fr/grille-indiciaire-etat-maitre-requetes-conseil/1/5663.htm","7","HEB","-","8 mois","4 554,82 €","A","null","null"
"1651682081-9244","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Chargé de mission de l'institut national de la statistique et des études économiques (INSEE)-corps en voie d'extinction","https://www.emploi-collectivites.fr/grille-indiciaire-etat-charge-mission-institut-national-statistique-etudes-economiques-insee-corps/1/5335.htm","8","625","524","3 ans","2 455,48 €","A","null","null"
"1651681208-5608","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Technicien de l'environnement","https://www.emploi-collectivites.fr/grille-indiciaire-etat-technicien-environnement/1/5830.htm","9","660","551","3 ans","2 582,00 €","null","B","null"
"1651681419-6446","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Professeur de l'Ecole centrale des arts et manufactures (Ecole centrale de Paris-ECP)","https://www.emploi-collectivites.fr/grille-indiciaire-etat-professeur-ecole-centrale-arts-manufactures-ecole-centrale-paris-ecp/1/5960.htm","2","862","705","2 ans","3 303,65 €","A","null","null"
"1651681471-6668","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Maître de conférences des universités de médecine générale -MCU-PH","https://www.emploi-collectivites.fr/grille-indiciaire-etat-maitre-conferences-universites-medecine-generale-mcu-ph/1/5140.htm","3","693","575","-","2 694,46 €","A","null","null"
"1651681503-6721","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Inspecteur de l'éducation nationale-IEN","https://www.emploi-collectivites.fr/grille-indiciaire-etat-inspecteur-education-nationale-ien/1/5542.htm","Echelon spécial","HEBbis","-","1 an","4 999,99 €","A","null","null"
"1651681079-4865","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Professeur de l'Ecole nationale supérieure des mines","https://www.emploi-collectivites.fr/grille-indiciaire-etat-professeur-ecole-nationale-superieure-mines/1/5259.htm","1","1027","830","3 ans","3 889,40 €","A","null","null"
"1651681867-8148","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Contrôleur du service automobile de La Poste-en voie d'extinction","https://www.emploi-collectivites.fr/grille-indiciaire-etat-controleur-service-automobile-poste-extinction/1/6173.htm","2","346","324","1 an","1 518,27 €","null","B","null"
"1651682464-11625","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Chef de travaux d’art","https://www.emploi-collectivites.fr/grille-indiciaire-etat-chef-travaux-art/1/5218.htm","6","582","492","3 ans","2 305,52 €","A","null","null"
"1651682636-12745","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Ingénieur d'études du ministère de l’agriculture, de l’agroalimentaire et de la forêt","https://www.emploi-collectivites.fr/grille-indiciaire-etat-ingenieur-etudes-ministere-agriculture-agroalimentaire-foret/1/6124.htm","10","695","577","2 ans","2 703,84 €","A","null","null"
"1651681934-8614","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Personnel scientifique de laboratoire","https://www.emploi-collectivites.fr/grille-indiciaire-etat-personnel-scientifique-laboratoire/1/5320.htm","4","587","495","2 ans","2 319,58 €","A","null","null"
"1651681901-8434","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Collaborateur et agent de maîtrise de France Télécom-en voie d'extinction","https://www.emploi-collectivites.fr/grille-indiciaire-etat-collaborateur-agent-maitrise-france-telecom-extinction/1/6495.htm","7","465","407","2 ans","1 907,21 €","null","B","null"
"1651680653-1050","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Directeur de l’Ecole nationale d’administration-ENA (Emploi fonctionnel)","https://www.emploi-collectivites.fr/grille-indiciaire-etat-directeur-ecole-nationale-administration-ena-emploi-fonctionnel/1/6254.htm","2","HED","-","1 an","5 496,71 €","A","null","null"
"1651680537-426","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Officier de port adjoint","https://www.emploi-collectivites.fr/grille-indiciaire-etat-officier-port-adjoint/1/5877.htm","8","567","480","4 ans","2 249,29 €","A","null","null"
"1651680663-1089","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Conseiller référendaire Cour des comptes","https://www.emploi-collectivites.fr/grille-indiciaire-etat-conseiller-referendaire-cour-comptes/1/5086.htm","5","1027","830","3 ans","3 889,40 €","A","null","null"
"1651681632-7194","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Conseiller principal d'éducation-CPE","https://www.emploi-collectivites.fr/grille-indiciaire-etat-conseiller-principal-education-cpe/1/5595.htm","1","712","590","2 ans","2 764,75 €","A","null","null"
"1651681800-7741","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Agent d'exploitation du service général de La Poste-en voie d'extinction","https://www.emploi-collectivites.fr/grille-indiciaire-etat-agent-exploitation-service-general-poste-extinction/1/6059.htm","5","347","325","1 an 6 mois","1 522,96 €","null","null","C"
"1651681167-5384","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Directeur de recherche du développement durable","https://www.emploi-collectivites.fr/grille-indiciaire-etat-directeur-recherche-developpement-durable/1/5754.htm","4","969","785","1 an","3 678,53 €","A","null","null"
"1651682326-10915","https://www.emploi-collectivites.fr/grille-indiciaire-etat","infirmier anesthésiste","https://www.emploi-collectivites.fr/grille-indiciaire-etat-infirmier-anesthesiste/1/5423.htm","","","","","","null","null","null"
"1651682239-10236","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Pharmacien des armées","https://www.emploi-collectivites.fr/grille-indiciaire-etat-pharmacien-armees/1/6098.htm","1","558","473","1 an","2 216,49 €","A","null","null"
"1651682434-11433","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Ingénieur d'études du ministère de la culture","https://www.emploi-collectivites.fr/grille-indiciaire-etat-ingenieur-etudes-ministere-culture/1/5206.htm","2","471","411","1 an 6 mois","1 925,96 €","A","null","null"
"1651681884-8279","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Contrôleur de l'institut national de la statistique et des études économiques (INSEE)","https://www.emploi-collectivites.fr/grille-indiciaire-etat-controleur-institut-national-statistique-etudes-economiques-insee/1/5334.htm","1","389","356","2 ans","1 668,22 €","null","B","null"
"1651682359-10977","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Contrôleur général des armées","https://www.emploi-collectivites.fr/grille-indiciaire-etat-controleur-general-armees/1/5220.htm","","HEA2","-","8 mois","4 334,57 €","A","null","null"
"1651681590-7112","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Directeur de l'académie de Paris (emploi fonctionnel)","https://www.emploi-collectivites.fr/grille-indiciaire-etat-directeur-academie-paris-emploi-fonctionnel/1/6699.htm","5","HEBbis","-","1 an","4 999,99 €","A","null","null"
"1651682548-12156","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Chargé d'études documentaires","https://www.emploi-collectivites.fr/grille-indiciaire-etat-charge-etudes-documentaires/1/5065.htm","6","843","690","2 ans 6 mois","3 233,36 €","A","null","null"
"1651681862-8137","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Dessinateur projeteur du Ministère des finances (en voie d'extinction)","https://www.emploi-collectivites.fr/grille-indiciaire-etat-dessinateur-projeteur-ministere-finances-extinction/1/5275.htm","5","415","369","2 ans","1 729,14 €","null","B","null"
"1651682469-11641","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Chef de mission du ministère de la culture et de la communication (emploi fonctionnel","https://www.emploi-collectivites.fr/grille-indiciaire-etat-chef-mission-ministere-culture-communication-emploi-fonctionnel/1/5197.htm","Ech spécial1","HEA","-","-","4 170,56 €","A","null","null"
"1651681812-7809","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Agent d’exploitation du service des lignes de France télécom-en voie d'extinction","https://www.emploi-collectivites.fr/grille-indiciaire-etat-agent-exploitation-service-lignes-france-telecom-extinction/1/6062.htm","4","419","372","4 ans","1 743,20 €","null","null","C"
